	Acetate1	Acetate2	Acetate3	Acetate4	Acetate5	Acetate6	Glucose1	Glucose2	Glucose3	Glucose4	Glucose5	Glucose6	Glucose7	Glucose8	Glycerol1	Glycerol2	Xylose1	Xylose2	Xylose3	Xylose4	Xylose5	Xylose6	Xylose7	Xylose8
b2149	0.000412931230323	0.000503703695594	0.000503650311373	0.000575736803025	0.000932753432317	0.000876795919999	7.75E-05	7.69E-05	7.32E-05	7.24E-05	7.80E-05	7.99E-05	7.32E-05	7.04E-05	7.33E-05	7.33E-05	7.15E-05	7.19E-05	0.000382282026901	0.000316965137038	7.84E-05	7.50E-05	0.000110450624603	0.000110074695599
b0242	0.000177641479072	0.000206895436835	0.00024236768296	0.000271726189057	0.000223073246591	0.000202762332587	0.000342030270897	0.000352861862546	0.000375416119549	0.000375064907384	0.000369730501155	0.000377859110142	0.000411153823288	0.000396282610043	0.000247655670645	0.000246130645962	0.000377164924489	0.000295817590497	0.000287110674895	0.00034600676487	0.000292710964031	0.000296307514961	0.000298584337751	0.000265539276487
b3339	0.023308593033201	0.019688887048204	0.024749982969071	0.021183590659879	0.029678195517163	0.031413511418193	0.030408158244038	0.031505613526873	0.026333074607962	0.029646922837034	0.031885711378578	0.022806868720321	0.040919396748744	0.043148196914981	0.035146757168655	0.032511451131147	0.022519529250046	0.02920680237424	0.024008749954277	0.029138183723536	0.020948926179269	0.024749574467878	0.0376170688829	0.047289526058947
b4219	0.000192109977301	6.58E-05	0.000137688901277	0.000176439763462	0.000124318355442	0.000164915064036	9.47E-05	9.80E-05	0.000134157449073	0.000175145121032	0.000103449303664	0.000106816075949	8.14E-05	8.83E-05	0.000145547486898	0.000142598331308	0.000155145993874	0.000124135931743	0.000131184346189	0.000140535199379	0.000222635186491	8.91E-05	8.53E-05	0.000105957990223
b2557	0.00214479020737	0.003001841494584	0.00271071086559	0.002838910415548	0.00320067973631	0.002922580418856	0.003235230472173	0.003066672759238	0.003467261450986	0.002935247671728	0.002780637469408	0.003653077763138	0.003533961800066	0.003130550671738	0.002805600077749	0.002727346514565	0.003860128597287	0.003914324559029	0.004089075941012	0.003462497210199	0.003585283683823	0.00356427930546	0.003536328842097	0.002968065875938
b2281	0.000275022926101	0.000313682903813	0.000226232541667	0.000226157877345	0.000211880096021	0.000242120636584	0.000137912941318	0.000109825671501	9.89E-05	9.52E-05	0.000149334884958	0.000165702214894	0.000181700926482	0.000154725627505	0.000123952857573	0.000101388239242	0.000197893649381	0.000170296142282	0.000307628280338	0.000239188179195	0.000281948995403	0.000194134411157	0.000300376655435	0.000276528076717
b0795	5.93E-05	4.32E-05	8.86E-05	0.000103186534029	6.49E-05	7.40E-05	6.72E-05	6.42E-05	4.52E-05	4.47E-05	5.63E-05	7.02E-05	4.53E-05	4.36E-05	4.53E-05	4.53E-05	4.42E-05	4.45E-05	4.83E-05	4.83E-05	7.01E-05	5.37E-05	7.21E-05	7.50E-05
b3938	2.04E-05	2.63E-05	8.70E-05	7.05E-05	2.64E-05	4.86E-05	6.57E-05	4.98E-05	1.81E-05	2.26E-05	6.08E-05	5.82E-05	2.34E-05	1.72E-05	2.13E-05	2.51E-05	3.14E-05	2.50E-05	2.82E-05	2.36E-05	8.79E-05	4.23E-05	4.98E-05	6.42E-05
b2566	0.000102994658453	0.000120075022907	0.000117772980877	0.000127346965549	0.000156764299806	0.000141515267102	0.000181393621034	0.00016337532291	0.000158069439178	0.000122073057911	0.000168473365628	0.000149265537969	0.000152694589901	0.000201144373402	0.00011512589707	0.000111517521952	0.000176026947792	0.000165164122078	0.000168558448703	0.000188464214743	0.000190632692444	0.000175281936057	0.00017691139772	0.00016225847179
b0414	7.00E-05	0.000109456302947	9.82E-05	0.000127309438298	0.000118170337885	0.000106451392683	0.000145208768558	0.000133025740958	0.000141112291232	8.65E-05	9.98E-05	0.000109443425779	0.000111330208094	0.000125281150101	0.00010125476269	0.000101328868777	0.000128413498686	0.000136122718952	0.000129758603727	0.00013874838692	0.00013514542197	0.000125745535621	0.000120342389053	9.92E-05
b0740	0.000713098261787	0.000871987466783	0.000721959577254	0.000767019285555	0.000778229012406	0.000736609955263	0.00096979471487	0.000979830005177	0.001158412680949	0.000916312888206	0.000954417786463	0.001088267769957	0.000889352590235	0.000917133151874	0.000854643656926	0.000865809440267	0.001090140654383	0.000861560876176	0.000929655672366	0.000792902909012	0.001216719171721	0.001326810012884	0.00101863134339	0.000859917013143
b2661	0.000314559933343	0.000409156272039	0.000280978427061	0.000220422496966	0.000705793418693	0.000472674729987	8.29E-05	7.34E-05	6.48E-05	6.41E-05	6.91E-05	7.08E-05	7.67E-05	8.52E-05	6.49E-05	6.50E-05	0.00010297344715	7.92E-05	0.000164085130188	7.32E-05	0.000135845768367	0.000107484408454	0.000116929622638	8.71E-05
b0526	0.000432340526999	0.00052805919187	0.000423890179441	0.00046599850388	0.000411469889483	0.000384486781795	0.000681198423175	0.000658715031759	0.000600753777096	0.000626198686866	0.00063483755887	0.000681450383146	0.000571740547415	0.000615648906578	0.000620993283162	0.000622017909775	0.000621931218989	0.000529593713398	0.000567820481676	0.000465922699034	0.000666667900279	0.000580342308944	0.000501278012913	0.000450437107097
b0337	0.000498856376867	0.000512750503341	0.00045890697802	0.000431963175826	0.000513038295373	0.000513176958442	0.000512307083721	0.000617424100293	0.000520201036228	0.000431883654752	0.000364283108668	0.000648441478421	0.000638050203268	0.000643661312873	0.000762991831957	0.000540046772118	0.000357729421511	0.000404809813915	0.000396139929248	0.000405819022631	0.000678337106648	0.000554072454137	0.000784775745727	0.000707679178378
b0712	5.78E-05	5.45E-05	5.08E-05	6.77E-05	8.88E-05	0.000131281498068	4.56E-05	4.53E-05	4.31E-05	4.26E-05	4.59E-05	4.71E-05	4.76E-05	5.09E-05	7.32E-05	7.32E-05	8.24E-05	8.29E-05	4.37E-05	4.37E-05	4.74E-05	4.53E-05	4.61E-05	4.79E-05
b2150	0.004123508593657	0.004509713316313	0.004987607848592	0.004381806235819	0.003947763630642	0.00451261071312	6.80E-05	5.60E-05	5.22E-05	5.16E-05	0.000119052088768	0.000119418915778	0.00059606813083	0.00052872884781	0.000911263768202	0.000763712709118	0.000315214359228	0.000275463797309	0.002568438704199	0.002290512333395	0.000364370196362	0.000371093453124	0.000620954042682	0.000564811941358
b3252	0.000129547339483	0.000122182488023	0.000141268394244	0.000141074049421	0.000502339883256	0.000511613337967	0.001388568956472	0.001315930090122	0.001884621903046	0.001863840011497	0.001427702720964	0.001266318251785	0.001377673386983	0.000776436260196	0.000698751076741	0.000750525705518	0.000130399697463	0.000131207045091	0.001058783034883	0.00105933019845	0.000142973824753	0.000136843907047	0.001940104589719	0.001375855945506
b3288	0.000143839999777	0.000146911007808	0.000164342226703	0.000181039385836	0.000151223111117	0.000166664559933	0.000277533942011	0.000278174935737	0.000242407468666	0.000207696179695	0.000132157733199	0.000206955899486	0.000191957429418	0.000202915699045	0.000234927236687	0.000209350217433	0.000298667415802	0.000262448692741	0.000223599113906	0.000248277932418	0.000260059207292	0.000213023623437	0.000191924712459	0.000168531463549
b1237	0.00070121130433	0.000524612794619	0.001589714820192	0.00130954488569	0.000631447661828	0.000995328814926	0.000757712398908	0.000913379197034	0.001322657801308	0.001271728078711	0.002213304236209	0.003221917540873	0.00078234958738	0.000824236482287	0.000597837837449	0.000691453589898	0.000536400474932	0.000647932173798	0.000736604901113	0.000736469952836	0.001187495836715	0.000800261148042	0.000651230900675	0.00172189537237
b0180	0.000400144404467	0.000420556024938	0.000372497217553	0.000363940793722	0.000328466857777	0.000438813583975	0.000543584680692	0.000812724747276	0.000396680743054	0.000320711030541	0.000323868429138	0.00066765977447	0.000703476985763	0.000780108578	0.000872956287106	0.000553624205327	0.000711252595905	0.000888274951869	0.000935409005322	0.000708701137313	0.000623551431647	0.000457699288529	0.000588347141399	0.000506974987886
b3863	0.000573716405212	0.000619282035409	0.000687473359297	0.000775609893112	0.000598736038836	0.000584403660831	0.000706715819509	0.00071672410253	0.000632686147091	0.000506791322101	0.000497062920137	0.000496969772928	0.000445459069058	0.000491213159512	0.000590836133047	0.00059915213345	0.00087392201063	0.000762235675818	0.000726110515997	0.000709378559295	0.000702995279061	0.000570313550353	0.000541970096818	0.000482379463842
b0151	3.48E-05	3.29E-05	3.80E-05	3.79E-05	3.47E-05	3.56E-05	3.80E-05	5.03E-05	0.00011584590191	0.000114568458957	4.46E-05	4.57E-05	3.59E-05	3.46E-05	3.59E-05	3.60E-05	7.87E-05	7.92E-05	3.64E-05	3.64E-05	9.48E-05	0.000132971519982	5.18E-05	5.39E-05
b0905	0.000156939925892	0.000148017787876	0.000142363731803	0.00012477500116	8.79E-05	0.000103668777268	0.000488575361698	0.000435266618806	0.000435007745265	0.000406860615189	0.000414072682068	0.000510935618384	0.000425414750119	0.000389202899983	0.000315263650335	0.000230884527001	0.000434074915855	0.000422695994681	0.00048914393207	0.000424047004841	0.000382431438175	0.000249402549137	0.000345820470715	0.00033098500287
b3869	0.000791987341812	0.000746962340492	5.43E-05	5.42E-05	4.96E-05	5.09E-05	5.43E-05	5.39E-05	0.00033572540036	0.000596727781387	0.000392753762296	0.000402375968596	0.000624171609079	0.000600351405169	5.13E-05	5.14E-05	0.000984798431677	0.000990895644271	5.20E-05	5.20E-05	0.000419481646722	0.000401496620594	0.000412925577599	0.000429412327179
b2033	6.49E-05	0.000115466997405	5.75E-05	5.79E-05	7.24E-05	6.49E-05	3.23E-05	4.39E-05	5.72E-05	6.10E-05	3.10E-05	4.80E-05	4.63E-05	4.12E-05	5.68E-05	5.52E-05	7.52E-05	8.08E-05	9.13E-05	8.77E-05	0.000103740429839	0.0001002613291	0.000117961500616	5.99E-05
b0123	0.000455838182578	0.000409047932412	0.000454026789725	0.000540043687327	0.000249713503871	0.00035294063164	0.000388909751088	0.000367837378458	0.000465340751562	0.000463257142509	0.000426993074779	0.000466393394144	0.00036400624573	0.000449214973752	0.000577733827391	0.000525653115165	0.000441977208347	0.000388367084804	0.000323219863056	0.000339024562678	0.000572404268292	0.000516899366241	0.000382929760538	0.000315970571598
b2463	0.003257743921465	0.004218677494618	0.002974513325191	0.003112819197844	0.003988986506393	0.003501349315918	0.000565793110045	0.000581334839996	0.000611658990265	0.000526746115194	0.000340796863419	0.000431528962054	0.0005790029913	0.00072207604337	0.001329427011519	0.001406011355403	0.001249545054772	0.00119017930396	0.001802071018807	0.001507667244033	0.001030413056685	0.00101478118588	0.001072838319326	0.000912914326133
b3732	0.007682763039794	0.009110080184349	0.005428524913873	0.005203101583721	0.005971866103991	0.005842416768789	0.003586038580648	0.003275993940788	0.004202696793034	0.004277306800354	0.003419545908382	0.003225452145042	0.003431716639387	0.003519887246381	0.006767655612113	0.007079854955267	0.005679561120452	0.005521179280167	0.009443825704749	0.008869293842502	0.007322867003814	0.008881880359137	0.006373789483155	0.006351384158944
b2094	0.001947115473504	0.001052636062824	0.002469819984588	0.002288426964772	0.001155739004539	0.001263182327839	0.000188632670645	0.000201339381056	0.000211152690607	0.000220850821174	7.27E-05	0.000132182022411	0.000209703247158	0.000200990773454	0.000394684980342	0.000437628800449	0.000332294672156	0.000309538244464	0.000710944786746	0.000618377870907	0.00028025926409	0.000180591978146	0.000840133013015	0.001005220000839
b3928	4.33E-05	4.09E-05	7.10E-05	4.57E-05	2.13E-05	4.18E-05	4.49E-05	5.81E-05	2.16E-05	7.63E-05	5.88E-05	9.59E-05	2.87E-05	2.38E-05	4.21E-05	5.41E-05	2.86E-05	5.53E-05	3.90E-05	4.61E-05	7.40E-05	4.66E-05	5.49E-05	5.71E-05
b1662	0.000145567821146	0.000138695522139	0.00017388205477	0.00016311085087	0.000176152611746	0.000155945379819	0.000268610739396	0.0002716812	0.000181918003121	0.000187239852774	0.000159034692387	0.000183855286465	0.000180053278752	0.00017145994264	0.000229261700424	0.000173864536842	0.000202190331674	0.000183097942962	0.000169754130362	0.000172694162803	0.000231813501878	0.000182843560594	0.000205735632097	0.000144906356845
b2029	0.002021305627438	0.002382477765509	0.001986262530718	0.002104498648644	0.001743581155353	0.001692652151418	0.003957086004311	0.003264001390406	0.003100297031026	0.003347974381084	0.004398630526337	0.003534174454753	0.003202790148129	0.002321630199659	0.004890902578988	0.005087899909348	0.004190343185879	0.004525683584512	0.004653393566787	0.004241291681089	0.00424344195629	0.00476728073044	0.003482679426384	0.003087050186507
b3304	0.000288650598721	0.000120259778882	0.000411244274736	0.000383613746921	0.000199025347564	0.000206480598109	0.000470450248807	0.0005062287405	0.000121075312701	0.000379177314488	0.000688978079429	0.00088699477333	0.000207844175412	0.000237027310722	0.000185081169376	0.000312134645538	0.000214139401298	0.000303566539058	0.000279360824949	0.000311000726811	0.000674550643704	0.000414487124399	0.00021191670297	0.000602943850501
b3959	0.000345598967379	0.000220823293925	0.000345853673266	0.000351009038783	0.000196909887293	0.000251449449939	0.000544945705414	0.000629461411132	0.000466182292498	0.000456065336668	0.000606964963162	0.000695524612182	0.000264285148111	0.00022541660679	0.000494127048637	0.000584962024573	0.000258518967744	0.000271176079554	0.000269309095742	0.000430155990744	0.000466705217269	0.000497677061255	0.000338354356611	0.000461142261976
b1095	0.00103583658416	0.000949035776075	0.00061815260874	0.00052160797006	0.00120161150917	0.000978151248029	0.001162177720393	0.001181488972916	0.000835960872428	0.000898189554732	0.001073479202282	0.001175590211772	0.001013356785065	0.001063661333019	0.001426759772025	0.001589060741153	0.001787403224634	0.001169927550828	0.00139706838736	0.001546805489822	0.001793429997183	0.001601588881008	0.001825990387499	0.001627625255158
b3731	0.000247675854047	0.00030409480695	0.000459005158504	0.000478333174678	0.000286445144184	0.000302468911232	0.000263733366854	0.000221366095597	0.000225789509015	0.000147296607539	0.000250801766406	0.000276669960289	0.000207769035397	0.00017707338648	0.000294855452754	0.000186949771865	0.000270642391786	0.000139145311432	0.000386098270452	0.00034680143339	0.00048670953102	0.000489917114046	0.000463403493708	0.000463827349094
b1614	0.000617222067442	0.000797636215635	0.000688836536261	0.000699227722541	0.000714036822041	0.000628753486723	0.000637932935403	0.000638120950664	0.000872542336523	0.0013497872159	0.000390029218139	0.000497853870213	0.000623439637555	0.000668506395689	0.000957961998869	0.001035117239373	0.000752876317005	0.001111992582136	0.000950949639057	0.001009507409843	0.000728434836053	0.000447896807729	0.000550653021664	0.000486477845281
b0109	9.32E-05	0.000147402366922	0.000128482174033	0.000158117560947	0.000100809759159	9.21E-05	0.000177283017621	0.000156060349019	0.000137460077676	0.000124645027367	0.000153737763927	0.000148147549679	0.000135095332281	0.000147471248524	0.000150888492443	0.000110207745729	0.000156618072831	0.000131966576625	0.000182528109396	0.000106892101168	0.000151832937021	0.00013214526862	0.00014661078946	0.000117524697405
b3655	0.000277960003476	0.000293219144501	0.000147244888984	0.000151345999941	0.000283482256345	0.000270074976205	9.41E-05	0.000121218965364	0.00015540813408	0.000142955959109	0.000119345362369	0.000122269244475	0.00013925949416	0.000175108515879	0.000123690818881	0.000109498882482	0.000139231415271	0.000115410312553	0.000102567057328	0.000102620062481	0.000105406136868	0.000100886911437	9.65E-05	0.000100371746215
b1208	6.15E-05	5.80E-05	7.13E-05	7.94E-05	4.63E-05	5.99E-05	4.82E-05	4.78E-05	6.54E-05	6.47E-05	4.42E-05	6.92E-05	3.91E-05	3.76E-05	3.92E-05	3.92E-05	6.49E-05	6.53E-05	5.44E-05	5.44E-05	7.87E-05	5.87E-05	4.97E-05	5.85E-05
b1767	8.52E-05	6.22E-05	5.61E-05	6.33E-05	0.000131846643647	7.91E-05	0.000188908863061	0.000184930248066	9.47E-05	8.36E-05	0.000151365103953	0.000157282471942	0.000177395298907	0.000166729821789	9.32E-05	7.70E-05	0.000122144373473	0.00010341151622	0.000196997134239	0.000190118352034	0.000103584038522	9.13E-05	0.000132828887566	9.76E-05
b1602	0.000894150334645	0.000727634581024	0.000775544390764	0.00083340509708	0.001212214090674	0.001217814459254	0.001133309255558	0.001187228960427	0.001107627614391	0.000890089277926	0.001154497448635	0.00126917132934	0.001541381552561	0.001847062714502	0.001794655361499	0.002259993961106	0.001700985323643	0.001631656346586	0.001021177335028	0.00098236726404	0.001787654071386	0.001549870808262	0.001493891895288	0.001384662379252
b1464	3.93E-05	3.71E-05	4.29E-05	4.28E-05	3.92E-05	4.02E-05	4.29E-05	4.26E-05	4.30E-05	4.25E-05	4.32E-05	4.42E-05	4.05E-05	3.90E-05	4.06E-05	4.06E-05	4.20E-05	4.22E-05	4.11E-05	4.11E-05	6.11E-05	4.33E-05	4.33E-05	4.50E-05
b0738	1.87E-05	1.76E-05	5.71E-05	5.37E-05	6.10E-05	6.26E-05	2.04E-05	3.96E-05	3.76E-05	2.77E-05	5.02E-05	6.46E-05	3.14E-05	9.31E-05	2.60E-05	2.27E-05	1.88E-05	1.90E-05	2.19E-05	2.19E-05	7.76E-05	8.49E-05	6.08E-05	6.51E-05
b3733	0.001091849629127	0.001006151289984	0.001053325769678	0.001107889493046	0.000669163520691	0.000724367063921	0.000494759935016	0.000526816363448	0.000562988619524	0.000553377190724	0.000495879720461	0.000534707452773	0.000329655968313	0.000312105504927	0.00087155130789	0.000960477207265	0.000643148062819	0.000567972440401	0.001353653420104	0.001114075804304	0.001641453719938	0.001364681621167	0.000800376687268	0.001018699147869
b2478	0.000443540929556	0.000418637286255	0.00064309151283	0.000648690102409	0.000477139930383	0.001304441717975	0.000927946060272	0.001099246506231	0.000969858165256	0.000740099418424	0.001385642554567	0.000768773967344	0.000775704801399	0.000647015151325	0.00138317696422	0.00150816182141	0.000773063600973	0.000705156772302	0.001036306740053	0.000661254988338	0.000938136611197	0.000873457745062	0.000704772018438	0.000610885677954
b0463	0.000606566017835	0.000567030841049	0.000619102048162	0.000679492120257	0.00066788367513	0.000694613769058	0.000857363160339	0.000899201010391	0.000635528554589	0.000600778302401	0.000641088680617	0.000790363314854	0.000792210481629	0.000568051735665	0.001050461460617	0.000922649276672	0.000986146026519	0.000828609180299	0.000900725924412	0.000915659005342	0.00102064898303	0.000826489807599	0.000759264638523	0.000748157315094
b0754	0.001273679285594	0.00135294525776	0.001470025866548	0.001495148244164	0.001129926711538	0.001059398729537	0.003159771964985	0.00278117018523	0.004128233007334	0.003649695856134	0.003289144332211	0.003515370724708	0.003199812332324	0.002939706277113	0.002855281304061	0.00291299904834	0.003083336839744	0.002986375919548	0.00207774850531	0.001810193858718	0.002778535904413	0.003018270751772	0.002166062734415	0.002134161074481
b1062	0.000677633430097	0.000674357382465	0.000799402698209	0.0008367646039	0.000560945424929	0.000553892890636	0.000707358949323	0.000647327486105	0.000522148993165	0.000535222332205	0.000900618138824	0.000904663343642	0.000454053219164	0.000472983199112	0.001004705205024	0.000968971574179	0.000706068490505	0.000904271982875	0.00051761869864	0.000570276010633	0.000922819344174	0.000970451487453	0.000728943181771	0.000805101933986
b1192	4.30E-05	4.05E-05	6.93E-05	6.92E-05	6.01E-05	6.53E-05	7.51E-05	7.42E-05	8.56E-05	8.47E-05	4.76E-05	9.79E-05	8.20E-05	0.000100377655446	6.34E-05	5.94E-05	7.54E-05	6.44E-05	5.86E-05	5.87E-05	5.33E-05	5.10E-05	5.63E-05	5.86E-05
b1658	0.000415500416745	0.000461190866955	0.000453533972601	0.000487208081689	0.000411532368008	0.000544178796229	0.000639102247652	0.000667056186923	0.000572457077546	0.000512657049823	0.000445629462775	0.00056330188048	0.000541377916113	0.000514308531269	0.000471627081634	0.000439451198473	0.000602761250891	0.000547193410684	0.000584885815412	0.00052818923728	0.000565071468507	0.000549375033579	0.000399057787844	0.000462180436682
b1637	0.000788751845546	0.000602619889654	0.000754862577234	0.00084250929122	0.000582464466391	0.000525851594283	0.001208032964926	0.001169514617562	0.001428499566574	0.001176094262389	0.001121189737766	0.001230664754388	0.001125066707682	0.001138481484767	0.000910831780884	0.000833117841193	0.001215454017368	0.001045794950787	0.00103761517494	0.000905688537183	0.000985900097757	0.000720068978502	0.000735534043793	0.000670440755121
b1276	0.001862795080814	0.002883332897076	0.001407175627428	0.001318607682366	0.001485278735249	0.00138814501333	0.000330205132634	0.000296392372851	0.000408760560797	0.000315822751661	0.000169046961819	0.000240604157855	0.00034523551077	0.000365881278094	0.000392295560723	0.000315773019616	0.000647896282172	0.000505411527326	0.000482645930368	0.000427799911561	0.000798170059446	0.00053039887217	0.000470117768546	0.000385901918041
b3945	0.000911481403366	0.000590101165985	0.000607264748327	0.000827151764609	9.46E-05	0.000244515061574	0.000234492414929	0.000226514154984	0.000829420131181	0.000877434542828	9.26E-05	0.00010318916486	0.000211995901226	0.000212435433313	0.000367990855435	0.000333167648207	0.000520976113751	0.000770543246812	0.000389417813923	0.000485953442152	0.000578895027433	6.01E-05	0.001034009489254	0.000187191243552
b2312	0.000515039464194	0.000610298306065	0.000511469108914	0.000527031890377	0.000554780810362	0.0004881464524	0.000666087035903	0.000780067786117	0.000687014403954	0.000569851758951	0.000782754244292	0.000931665253852	0.000724056077323	0.000700572900492	0.000728080431241	0.000558953130438	0.000663371546411	0.000594860889425	0.000881697700679	0.000624754496557	0.0010016570512	0.000827433119617	0.000938728548905	0.000790688108565
b1727	9.34E-05	8.81E-05	0.000103552843464	0.000109856018147	9.08E-05	9.53E-05	0.000124076137396	0.000123416911037	8.41E-05	8.47E-05	4.97E-05	9.87E-05	7.06E-05	5.36E-05	0.000133562136172	0.00013738004321	0.00012874300043	0.000119114329055	0.000138509050139	0.000135620654975	0.000151950093344	0.000131299553703	8.53E-05	0.000106737666517
b3037	2.83E-05	2.67E-05	6.31E-05	6.33E-05	3.04E-05	3.89E-05	3.09E-05	3.06E-05	3.10E-05	3.06E-05	3.11E-05	3.19E-05	5.20E-05	2.91E-05	2.92E-05	2.92E-05	3.77E-05	3.80E-05	2.96E-05	2.96E-05	4.93E-05	4.51E-05	4.24E-05	4.41E-05
b0481	2.15E-05	2.03E-05	2.35E-05	2.34E-05	2.79E-05	2.87E-05	3.35E-05	5.72E-05	2.40E-05	3.45E-05	7.94E-05	8.14E-05	3.34E-05	3.52E-05	2.44E-05	2.45E-05	2.35E-05	2.36E-05	3.42E-05	3.42E-05	3.87E-05	3.71E-05	3.51E-05	3.65E-05
b1680	0.000217137298097	0.000204792899876	0.000159393039858	0.000159173760718	8.85E-05	0.000100921074332	0.000224037508571	0.000155691776603	7.46E-05	7.38E-05	7.48E-05	7.67E-05	0.000115848776013	0.000111427649792	7.03E-05	7.04E-05	6.86E-05	6.90E-05	7.12E-05	7.13E-05	0.000411333118605	0.000393697455774	7.51E-05	7.81E-05
b4390	7.96E-05	8.55E-05	7.43E-05	7.42E-05	6.14E-05	8.76E-05	7.10E-05	8.95E-05	8.72E-05	8.11E-05	0.000100088336395	0.000102540434156	9.40E-05	0.000104323523646	5.89E-05	5.89E-05	5.75E-05	6.04E-05	9.63E-05	7.70E-05	0.000127120680785	0.000100510377685	0.000109247821622	7.80E-05
b4000	0.000112251694321	9.83E-05	0.000312563545515	0.000230201237117	0.000148003765213	0.00020233306484	0.000140486787422	0.000188884202901	0.000201589485668	0.000349610809982	0.000400255800661	0.000435704847638	0.000229666633495	0.000141765386599	0.000174200506546	0.000270135502965	0.000156237199564	0.000208073813187	0.000191410322325	0.000163457776753	0.000234970862449	0.000145208006571	0.000180011401798	0.000270166955542
b3460	0.003948452537246	0.002493308774616	0.002834106640016	0.003885234264036	0.004169216545311	0.004143857940767	0.003031979610055	0.002441703310118	0.003933140627457	0.003509468338482	0.004870108219915	0.00421752686977	0.003695364155528	0.002566634886701	0.005080477182611	0.004365929627799	0.003930747204826	0.00320869147125	0.003825829033637	0.004144160926531	0.004958892308964	0.004599585022104	0.003420362725107	0.003581078148707
b2893	0.000123310899779	9.79E-05	0.000152790771411	0.00016409052177	0.000109889641317	0.000106412197261	0.000219942850429	0.000207425085556	0.000316364967559	0.000235278621808	0.000183622958287	0.000200927282994	0.000170498671697	0.000151356501457	0.000227899775879	0.000166782424641	0.00018168220193	0.000163318616537	0.000230833825304	0.000252206471155	0.000282949703716	0.000225300299696	0.000192890059393	0.000188481505716
b0878	7.26E-05	6.85E-05	5.48E-05	5.47E-05	5.69E-05	6.50E-05	6.09E-05	5.49E-05	8.10E-05	6.09E-05	7.41E-05	7.69E-05	5.18E-05	4.99E-05	5.45E-05	5.72E-05	5.06E-05	5.09E-05	6.96E-05	5.75E-05	6.12E-05	6.04E-05	5.54E-05	5.76E-05
b3067	0.001164589120102	0.001199317602115	0.0012537488744	0.001287634326928	0.001115067044171	0.001275163299881	0.001689461464222	0.002618020691361	0.001104173700224	0.001372191510385	0.002201083023837	0.002660524939256	0.001134400847301	0.001227497413203	0.001518326393492	0.0013229850814	0.001381715765548	0.001535545027656	0.001860982612876	0.00187826355311	0.001291030484205	0.001406035496264	0.001025987481408	0.001252582633642
b1067	3.45E-05	3.26E-05	0.000140827458678	0.000145924890136	3.64E-05	6.64E-05	0.000119669531124	0.000113228187589	3.61E-05	3.57E-05	7.72E-05	8.57E-05	3.32E-05	3.20E-05	4.41E-05	4.99E-05	3.40E-05	4.09E-05	8.07E-05	8.34E-05	0.000125593597844	0.000119128318068	3.83E-05	0.000127748533815
b3812	0.000146882046814	0.000165859249375	8.13E-05	8.06E-05	7.72E-05	0.000148135875778	5.04E-05	5.00E-05	8.81E-05	0.000125110951367	8.57E-05	6.04E-05	7.19E-05	4.13E-05	7.13E-05	8.89E-05	9.30E-05	5.03E-05	0.000113329330849	7.38E-05	0.000128227688967	9.58E-05	9.99E-05	9.17E-05
b3982	0.000476697444108	0.000405558917585	0.000435755254019	0.000432790802613	0.000465177858742	0.000398827179824	0.000921993743339	0.000798413321269	0.000807091637335	0.00098363249337	0.00104670819746	0.001104603036598	0.000765563910233	0.000768016320025	0.001110768197631	0.001183339458654	0.000812985056102	0.001083066192346	0.000874271551987	0.000931494089793	0.000782323697845	0.000633620091749	0.000613737877405	0.000683031336582
b3500	0.000472038701385	0.000513808041752	0.000438238452075	0.000495500083824	0.000490317240428	0.000493744735441	0.000526156533098	0.000517153291961	0.000537904814724	0.000526190972622	0.000352936281158	0.000443998369177	0.000543761560725	0.000609496042466	0.000526440173656	0.000383533198834	0.000527072843584	0.000518318656912	0.000451267171244	0.000483865998112	0.000720236414939	0.000720418629755	0.000726397975987	0.000649006183112
b3087	0.000186927570932	0.0001459537883	0.000257724208724	0.000294077157413	0.000152646133559	0.000191919779906	4.76E-05	4.73E-05	4.66E-05	4.61E-05	4.80E-05	4.91E-05	5.73E-05	5.62E-05	4.51E-05	4.51E-05	0.000104489082771	9.62E-05	4.56E-05	4.57E-05	4.82E-05	4.61E-05	6.41E-05	5.44E-05
b0598	0.003725793119898	0.003471272118876	0.003838523061099	0.003874766982906	0.003936624138471	0.003488824940011	0.000110051624625	0.000109219807977	0.000103948450731	0.000102802202018	0.000116024386427	0.000118866906829	0.000149113984926	0.000143423361586	0.00061065847061	0.000633252841782	0.000388624564565	0.000398271976357	0.0011614897404	0.000806568528829	0.000300723973241	0.000133425852087	0.000630181498901	0.000509710877881
b1761	0.004427404311677	0.005148871124148	0.003656849383744	0.003452608152842	0.003880475765813	0.003836678765078	0.005210024085552	0.00504993125177	0.005380109195007	0.005628656688488	0.00384783047187	0.003167438715253	0.004355226289859	0.004093187643059	0.001967572151299	0.002164268567609	0.00422119054543	0.004166656856091	0.003895586161748	0.003778317974136	0.001205120473941	0.001218587743528	0.002005865941969	0.001753896566893
b1886	0.000311318016623	0.00016624478282	0.000164556950374	0.000164330567173	0.000150339117437	0.00015948799058	0.000487594415954	0.000570394830204	0.000890403841281	0.000675782980666	0.000165711048658	0.000169770859281	0.000697077495714	0.000755385050987	0.000155702626689	0.000155816581945	0.000845642354209	0.000689692813541	0.001182803914238	0.001679322479304	0.000166543526672	0.000159403072013	0.000166259694674	0.000172897893177
