	Acetate1	Acetate2	Acetate3	Acetate4	Acetate5	Acetate6	Glucose1	Glucose2	Glucose3	Glucose4	Glucose5	Glucose6	Glucose7	Glucose8	Glycerol1	Glycerol2	Xylose1	Xylose2	Xylose3	Xylose4	Xylose5	Xylose6	Xylose7	Xylose8
b0196	3.87E-05	4.25E-05	5.88E-05	6.53E-05	5.21E-05	4.70E-05	5.75E-05	7.35E-05	5.40E-05	5.94E-05	6.81E-05	9.44E-05	6.30E-05	4.07E-05	5.02E-05	7.02E-05	3.83E-05	4.02E-05	5.14E-05	3.26E-05	8.70E-05	5.27E-05	7.89E-05	7.19E-05
b1764	0.000366320511758	0.000332319294852	0.0004769025772	0.000543013972737	0.000376548113687	0.000480907975047	0.000318735959297	0.000353294627114	0.000364230261959	0.000360213862812	0.000251416050839	0.000312583242703	0.000326973378149	0.000316804756794	0.000197393288134	0.000187119943168	0.00028514134155	0.00020083472209	0.00013301936076	0.000250351706358	0.000250966004176	0.00030415160685	0.000277900839244	0.000217858898938
b3068	4.03E-05	4.01E-05	9.56E-05	0.000126039708697	3.33E-05	4.36E-05	4.80E-05	3.91E-05	6.74E-05	6.66E-05	4.64E-05	5.13E-05	3.75E-05	2.65E-05	3.99E-05	2.94E-05	8.51E-05	4.32E-05	3.69E-05	3.70E-05	9.22E-05	6.18E-05	4.72E-05	2.74E-05
b3281	7.68E-05	7.83E-05	6.82E-05	5.35E-05	7.84E-05	8.68E-05	9.50E-05	0.000103400181434	6.57E-05	7.45E-05	8.99E-05	0.000126007692597	7.57E-05	7.22E-05	7.03E-05	4.05E-05	6.61E-05	0.000103040401093	9.10E-05	7.91E-05	0.000179581195006	0.000177797382632	0.000113460941709	0.000134032141823
b2533	0.000305168385264	0.000264537714769	0.00021366504755	0.000231516050101	0.000222870984352	0.000168797941679	0.00041769749731	0.000408861728141	0.000485774830179	0.000400558063509	0.00035849298482	0.000387757179899	0.000401291009084	0.000335166020545	0.000374727814541	0.000328803853556	0.000389793918853	0.000387832041391	0.000402447842273	0.000378457755233	0.000433510567748	0.000475549256482	0.000410674220177	0.000362020518585
b1200	0.000217466909605	0.000149443641114	0.000346016711464	0.000461307827816	0.000291555843294	0.000346357855631	0.000111111316014	0.000199976471529	0.000136600773055	8.36E-05	9.41E-05	0.000190540963536	0.000222197521843	0.000277472289272	0.000486301575785	0.000431981561839	0.000257550681067	0.000322191661228	0.000132223002397	0.000119188996782	0.000135170391816	0.000142611432056	0.000268989361787	0.00016394725537
b3053	0.000252290626709	0.00013952390129	0.000186329326237	0.000186072990486	0.00022049970882	0.000213412542168	0.000182632529434	0.001694583136137	0.0002138579581	0.00038677574491	0.002915286059427	0.002986708631476	0.001692462922997	0.000476645034892	0.000611737631288	0.000230901630413	0.000171993798753	0.00017305866921	0.000136626535506	0.000269796990985	0.000311344772936	0.000445782710379	0.000169305275914	0.000176065074381
b2293	2.82E-05	2.66E-05	4.35E-05	5.27E-05	2.81E-05	2.89E-05	3.34E-05	4.19E-05	4.04E-05	4.02E-05	4.22E-05	6.38E-05	3.06E-05	2.95E-05	4.65E-05	3.57E-05	4.24E-05	3.67E-05	5.14E-05	3.92E-05	8.46E-05	4.01E-05	3.91E-05	3.74E-05
b0386	0.000159567002173	0.000158637994265	0.000245099123542	0.000257729457255	0.000140581740028	0.000156767358875	0.000212050021594	0.000224305193818	0.000156428859373	0.000123763123662	0.000228837967617	0.000225736412979	9.61E-05	0.000102177908957	0.000104436770227	0.000122341928387	0.000141738398858	0.000126334211983	0.000155871886583	0.000150038074942	0.000227359145165	0.000163837377043	0.000130213514779	0.0001569011437
b0760	0.000127483094791	0.000183889736586	0.000174872544983	0.000201015217818	0.000210910725209	0.000162794422964	8.68E-05	9.12E-05	8.14E-05	0.000105799991306	0.000125423021881	0.00016224217501	0.000111845693904	0.000121882833872	7.56E-05	7.56E-05	0.000120192883746	9.58E-05	9.59E-05	0.000119426763603	0.000145152061511	0.000116992634273	0.000143633592205	0.000118305064483
b2210	8.47E-05	7.99E-05	9.03E-05	9.02E-05	0.000179617488034	0.000184351407747	0.000330783396804	0.00035449067827	0.000451592531507	0.000246675663885	0.000294526073772	0.00030389194581	0.000628786109241	0.000462597842729	8.55E-05	8.55E-05	0.00040976876427	0.000408434362373	9.52E-05	9.53E-05	0.000250304087294	0.000256396356307	0.000357268681707	0.000313139014165
b0393	8.49E-05	4.65E-05	0.00012742845245	0.000154269969488	0.000102806532362	8.93E-05	0.000197279230869	0.00018450012859	8.45E-05	0.000148013287675	0.000153591748543	0.000214795157215	0.000135350697061	0.000130541992926	0.000179559388783	0.000175606922353	0.000104957292952	0.000125271891986	0.000219823527843	0.000156023775574	0.000177378957312	0.000133312422691	0.000106562911132	0.000115761151673
b3887	1.94E-05	1.83E-05	2.96E-05	4.48E-05	2.50E-05	2.57E-05	3.83E-05	2.96E-05	2.33E-05	2.30E-05	2.98E-05	4.27E-05	3.81E-05	3.67E-05	2.00E-05	2.00E-05	3.84E-05	3.86E-05	2.03E-05	2.03E-05	4.69E-05	4.51E-05	4.16E-05	4.33E-05
b2279	1.76E-05	1.42E-05	2.24E-05	2.06E-05	2.37E-05	4.03E-05	1.45E-05	1.44E-05	2.93E-05	7.09E-05	1.78E-05	1.82E-05	2.78E-05	2.67E-05	1.37E-05	1.37E-05	1.34E-05	1.35E-05	3.12E-05	3.51E-05	2.46E-05	2.01E-05	9.93E-05	0.000103304473116
b4049	4.84E-05	4.57E-05	6.52E-05	7.80E-05	6.08E-05	5.24E-05	0.000118948313322	0.000127299379679	7.76E-05	6.72E-05	8.94E-05	0.000112609540056	7.43E-05	6.09E-05	9.70E-05	7.77E-05	7.33E-05	7.38E-05	9.70E-05	9.32E-05	0.000102834814731	6.49E-05	6.41E-05	7.18E-05
b0102	8.56E-05	4.32E-05	9.04E-05	8.83E-05	4.68E-05	8.57E-05	0.000157664771929	0.00014448652475	0.000102980635062	0.000108553415688	9.23E-05	0.000113794381546	5.77E-05	6.92E-05	0.000141726022008	0.000144301726282	5.81E-05	0.000104565506217	0.000164191914128	0.000197757935577	0.000125832755037	0.000128656599616	4.68E-05	0.000132005310671
b0405	4.80E-05	4.52E-05	9.46E-05	7.63E-05	5.32E-05	5.46E-05	0.000102363280634	0.000108362214118	0.000150830912065	6.93E-05	7.74E-05	0.000109328699594	8.00E-05	7.90E-05	0.000100269067208	5.00E-05	0.000105794590228	0.000106449599504	5.01E-05	6.15E-05	0.000108170972393	0.000127764382222	9.47E-05	9.99E-05
b3388	0.000228511211571	0.000221967384325	0.000408388528342	0.000426436786991	0.000255383738271	0.000243142421443	0.000460174178711	0.00046621048771	0.000493513541239	0.000460210152596	0.000476667087996	0.000533938640964	0.000494005474862	0.00038554701346	0.000258449230984	0.000210742387104	0.00023001470331	0.000252208949115	0.000292904013138	0.000307350766113	0.000571209684707	0.000537435494691	0.000468024050893	0.000445871756093
b1430	8.91E-05	5.01E-05	0.000118245716678	0.000107183071126	0.000108978913277	0.000110389007643	0.000110742405649	0.00011558123185	3.54E-05	3.72E-05	8.01E-05	0.000105637267668	7.28E-05	6.38E-05	5.98E-05	3.49E-05	6.12E-05	5.02E-05	4.93E-05	7.40E-05	6.00E-05	9.24E-05	6.88E-05	8.60E-05
b1749	6.68E-05	0.000105660046515	0.000154670906917	0.000190486462489	9.53E-05	0.000144026629429	0.000134350384516	0.000170924003867	6.65E-05	0.000105139905362	7.23E-05	0.000247649197655	0.000160134040447	0.000144274577476	9.29E-05	5.95E-05	0.000129911779782	9.82E-05	9.72E-05	0.000117140339989	0.000128701100439	0.000131487597117	0.000111158377874	8.86E-05
b3616	0.000229637921907	0.00023478621674	7.09E-05	0.000103373859287	0.000262526680767	0.000295222289796	0.000107414251266	0.000116409786948	4.79E-05	4.74E-05	6.32E-05	9.13E-05	7.80E-05	8.91E-05	6.26E-05	5.33E-05	9.91E-05	7.10E-05	7.86E-05	0.000101317930242	6.30E-05	6.03E-05	8.68E-05	7.63E-05
b0927	8.25E-05	4.75E-05	0.000120157963846	0.000166565154891	0.000101004160211	0.000112154975567	0.000172881822588	0.000159319743861	0.000148520009268	0.000126118804364	0.000143653770289	0.000159343283139	0.000145814042306	0.000137254706238	0.000102011870067	8.42E-05	8.94E-05	8.99E-05	0.000104113943185	9.10E-05	0.000101895743064	7.97E-05	0.000117798057297	8.39E-05
b0169	0.002262480301184	0.002527918636507	0.002687742330316	0.002444381410252	0.001771536317404	0.001803474396101	0.004140976502628	0.004838210948681	0.004153819557102	0.00356093303386	0.006129517077418	0.005028968220576	0.003093671672409	0.002248262222681	0.004397416373747	0.004027343146892	0.003339738619311	0.003384768962011	0.003957068352552	0.003926280914763	0.00430054059315	0.003971232872171	0.003196767277402	0.005143961149462
b1232	0.000431355024341	0.000326867537097	0.000476644680414	0.00049695600987	0.000393060211067	0.000530869711527	0.000652911810773	0.000846904250994	0.000395358155	0.000428170898998	0.000384286798148	0.000597772749753	0.000503748019225	0.000409130864321	0.000613064293568	0.00059049316531	0.000776583481948	0.000764970027907	0.000668261355802	0.00061986516884	0.001012888497295	0.000671522470773	0.000660958487623	0.000686574328183
b0048	3.83E-05	4.70E-05	5.77E-05	6.63E-05	4.13E-05	4.54E-05	5.52E-05	4.74E-05	3.79E-05	3.74E-05	4.16E-05	5.80E-05	3.53E-05	3.06E-05	6.72E-05	5.54E-05	3.07E-05	2.66E-05	5.65E-05	6.05E-05	4.43E-05	4.24E-05	7.17E-05	5.87E-05
b3910	0.000251710109785	3.99E-05	3.39E-05	5.40E-05	3.47E-05	4.41E-05	3.71E-05	4.06E-05	5.11E-05	3.41E-05	4.12E-05	4.25E-05	3.40E-05	3.27E-05	0.000108145398048	0.000108224547236	3.13E-05	3.15E-05	3.61E-05	0.000163690721436	4.85E-05	4.64E-05	3.93E-05	3.81E-05
b3751	0.002541039025212	0.001224225311254	0.003658060999199	0.003772098677414	0.001181947433942	0.001547168996733	0.000237111500838	0.000229648967127	0.000413520051293	0.000241840206969	0.000337563152897	0.000397395155242	0.000220471254182	0.000182830525333	0.000425940564785	0.000519885835943	0.000268231752432	0.000186338531566	0.000484796322351	0.000389201325007	0.000292290200529	0.000248289931008	0.000350583296423	0.000328948015991
b3941	0.000293419123802	0.000384725337066	0.000453604493687	0.000402268004563	0.000389296830953	0.000322939412752	0.001246640956456	0.001134874890699	0.001070000425068	0.001163093958908	0.000879351092787	0.0010245854315	0.001082983794029	0.000767607636509	0.000709187245117	0.000705006241727	0.000832124808162	0.000871321058325	0.000877496404855	0.000724180511629	0.000735378998102	0.000687945934464	0.000908880827223	0.000837654397884
b2415	5.96E-05	9.30E-05	0.000271895059811	0.00024263579629	0.000179407606976	0.000175752728104	0.000550897422381	0.000593304008221	0.000481489085164	0.000401583096308	0.000417640668045	0.000609200279849	0.000429544331009	0.00038329911772	0.000225119480968	0.000178474517959	0.00022233499591	9.18E-05	0.000115722529171	0.000171555529816	7.54E-05	8.93E-05	0.000239533041694	0.000277056647193
b4351	4.15E-05	3.91E-05	5.92E-05	6.02E-05	6.61E-05	7.83E-05	4.52E-05	4.49E-05	5.74E-05	5.67E-05	4.56E-05	4.67E-05	5.01E-05	4.82E-05	4.28E-05	4.28E-05	4.18E-05	4.20E-05	6.30E-05	5.75E-05	4.58E-05	4.38E-05	4.57E-05	4.75E-05
b1132	4.25E-05	3.30E-05	4.45E-05	5.13E-05	2.90E-05	3.40E-05	3.60E-05	3.63E-05	3.70E-05	3.66E-05	3.97E-05	4.07E-05	2.90E-05	2.79E-05	2.91E-05	3.86E-05	2.83E-05	2.85E-05	6.62E-05	3.78E-05	4.18E-05	4.46E-05	3.66E-05	3.37E-05
b0893	0.000809105393199	0.001033092621705	0.001159847834583	0.001170520655835	0.000886176244951	0.000891205137143	0.001417148364217	0.001395903926483	0.001422447686287	0.001259615736056	0.001102188375194	0.001167791163542	0.001440237921809	0.001565608819519	0.001380650129808	0.001239951817497	0.001521641862229	0.001561663360834	0.001388256612035	0.001040927347359	0.001303838019044	0.00142103589701	0.000939961931228	0.000992746464744
b0477	6.76E-05	6.38E-05	7.38E-05	8.15E-05	8.12E-05	8.59E-05	0.000171611773603	0.00019472457796	0.000161566640066	9.61E-05	0.000159820301847	0.000203516672392	0.00016595586436	0.000159114153989	0.000159685331047	9.95E-05	0.000151139355736	0.000121971504161	0.000160134467103	0.000152715412513	0.000167410081891	0.00011638507416	9.82E-05	0.000140329747284
b0929	0.012256510958075	0.016860868264356	0.020061775399044	0.018968133258605	0.01932276825799	0.021931837678384	0.010667427273275	0.012030288897491	0.01273432521394	0.019019726607639	0.016813467242713	0.01507279783908	0.017674538752273	0.016209702333142	0.015700113612511	0.013625973991589	0.01327395560147	0.017611967813677	0.009362469707326	0.013695767461154	0.016869464797491	0.022908789672209	0.014156009828907	0.021153013648005
b3320	0.001349581363132	0.002225280289239	0.001478358266132	0.001458645470529	0.00142188545649	0.001261121885918	0.002650140467894	0.002592158170557	0.002652013056614	0.003112800152981	0.003306099400274	0.002485529653463	0.002592536645018	0.002577620299608	0.002486156795687	0.002288520387911	0.002479143861828	0.00242205077102	0.001761805227105	0.002294851649762	0.002381153003373	0.002490068378626	0.002149235985465	0.002409193423394
b0630	2.91E-05	2.74E-05	3.17E-05	3.16E-05	2.89E-05	2.97E-05	6.97E-05	6.02E-05	7.99E-05	7.90E-05	6.99E-05	5.57E-05	5.78E-05	4.06E-05	3.00E-05	3.00E-05	3.66E-05	5.40E-05	3.04E-05	3.04E-05	7.97E-05	7.63E-05	6.82E-05	5.04E-05
b1056	7.32E-05	7.01E-05	0.000109507780482	9.25E-05	0.000158663630114	0.00013050241334	7.72E-05	6.70E-05	4.79E-05	4.73E-05	5.34E-05	6.32E-05	3.19E-05	3.29E-05	0.000131231072275	7.26E-05	9.73E-05	6.30E-05	0.000126447925754	0.000126513272191	0.000131579858698	9.00E-05	0.000127943779452	9.48E-05
b0054	0.000659194933557	0.000915134980081	0.000705391043866	0.000827332731659	0.000876898463197	0.000757443436244	0.000886659193833	0.000874823508479	0.001083749745817	0.000910401074641	0.000925939397074	0.00096142912468	0.00095179406256	0.001033080138353	0.000806403654332	0.000734521095019	0.001059741935921	0.000965436634472	0.001064596679762	0.001043328197223	0.001099123243967	0.000766456405947	0.000800470045159	0.000727017986325
b3867	6.36E-05	6.00E-05	6.99E-05	6.98E-05	6.33E-05	6.50E-05	0.000104640996962	0.000104453855635	8.56E-05	0.000108545731121	8.39E-05	8.60E-05	9.15E-05	0.000174830128432	6.56E-05	6.57E-05	6.40E-05	6.44E-05	6.64E-05	6.65E-05	7.76E-05	7.42E-05	0.000103234086407	0.000107355881285
b3428	0.000680996954657	0.000649717798939	0.000700698565768	0.00088969323289	0.000720668365847	0.000815240525844	0.000299928799514	0.000284859152465	0.000268064593662	0.000227953246776	0.000249994726799	0.000322643959228	0.000344562425106	0.000371495309515	0.000303025799519	0.000177064021644	0.000348194834791	0.000257522680963	0.000365634565473	0.000290597838471	0.000666738654013	0.000315432703289	0.000502730659837	0.000453924011935
b0810	0.000122668367827	0.00012444460147	0.000173391302296	0.000137792557357	0.000147883729308	0.000142558466679	0.000122281775103	0.000120241586615	3.66E-05	7.85E-05	9.06E-05	0.000159749923861	9.70E-05	0.000127819835442	8.51E-05	6.33E-05	9.11E-05	5.92E-05	0.000124697686134	5.85E-05	7.96E-05	7.02E-05	0.000101363385853	8.33E-05
b1272	0.000163640531627	0.000100142626567	0.00018616528455	0.00018454886344	0.000148509294357	0.000162641664646	0.000293411879193	0.000324550753543	0.0002582636169	0.000218503482484	0.000214905700257	0.000284816626123	0.00026796866698	0.00028624254309	0.000231140914013	0.000197774418578	0.000285006870598	0.000280445601697	0.000241514430114	0.000328716445283	0.000200360846408	0.000184293204363	0.000226627464024	0.000227088564754
b0494	3.87E-05	3.65E-05	5.23E-05	6.42E-05	5.58E-05	5.08E-05	5.67E-05	5.76E-05	8.52E-05	7.84E-05	7.96E-05	9.64E-05	6.08E-05	6.25E-05	3.17E-05	3.17E-05	2.94E-05	2.96E-05	5.61E-05	5.62E-05	5.02E-05	3.96E-05	4.18E-05	3.35E-05
b1271	4.25E-05	5.82E-05	0.001161170295251	0.00128859303417	0.002346573658322	0.002226850964647	0.000495031327698	0.00053414957817	0.000438963379992	0.000332968043514	0.000226789814667	0.000271568946833	0.000683783429315	0.000640982279632	0.000245102021195	0.000581780647981	0.000514801469554	0.000699928218456	0.000781825976108	0.000758441816846	0.000342056738021	0.000260602193617	0.000971035565203	0.001031132570052
b2217	0.000131948441172	7.44E-05	0.000255282926538	0.000286832278476	0.000163383135044	0.000171273385684	0.000266010910115	0.000268337047701	0.00015297369194	0.0002232309998	0.000216106555122	0.000285060858073	0.000114134518973	0.000122693968349	0.000147769871858	0.000154341221541	7.79E-05	0.000112844998787	0.000233928392922	0.000228813281818	0.000227416264126	0.000204177516019	0.000105928331522	0.000226052777492
b0948	0.000306936538083	0.000208462101659	0.00023465887709	0.000234336053728	0.000193610527989	0.000141572524433	0.000380297873562	0.000360267811578	0.000257804463796	0.000167424804547	0.000129143225789	0.000115416874695	0.000162578709048	0.000182850293234	0.000184166555027	0.000209276757951	0.000274534298414	0.000260183735618	0.000305956481591	0.000266869134469	0.00039121701839	0.000369157555679	0.000206761916294	0.000258020681103
b0727	0.004502508772098	0.006389564747	0.006563769402008	0.005270152530647	0.005224927915607	0.00406267350289	0.001918942737085	0.0016978178091	0.002456187189134	0.001578134024572	0.001413976531477	0.001347539464393	0.002184493572528	0.001866539584573	0.001871343216503	0.002052004873819	0.002452093917242	0.002293298054396	0.003393393796022	0.00338443874343	0.001566989751692	0.002168080211553	0.002972719385961	0.002624178445327
b0908	0.000296932391964	0.000364664878498	0.000299871987807	0.000318042926396	0.000255504353754	0.000266725281765	0.000700975013954	0.000779073506259	0.001380967412098	0.001185396187692	0.000885579460246	0.000960483386315	0.001214893780939	0.001231406095925	0.000696261840134	0.000612192229008	0.000926105087185	0.000918999582032	0.000628282742151	0.000608214649926	0.000790478599751	0.000695298063218	0.00067685881304	0.000636288376319
b1178	2.14E-05	2.02E-05	5.57E-05	6.28E-05	5.89E-05	3.51E-05	1.96E-05	1.95E-05	2.60E-05	2.57E-05	3.15E-05	5.89E-05	3.35E-05	3.22E-05	1.85E-05	1.86E-05	1.81E-05	1.82E-05	1.88E-05	1.88E-05	1.98E-05	1.90E-05	1.98E-05	2.06E-05
b2516	0.000236580040367	0.000171138781041	0.000311001446954	0.000339755009998	0.000194505586343	0.000207069156744	0.000271842564491	0.00024823798817	0.000204309138476	0.000198545574609	0.000272826196832	0.000351864222381	0.00018793067515	0.000157973984689	0.000169845600292	0.000190129127938	0.000148739054567	0.000177188072223	0.000271650913965	0.00021335016563	0.000353202639921	0.000259610122154	0.000326450881684	0.000298255540879
b4013	0.00012848502408	0.000168227138611	0.000220879236937	0.000205349085513	0.000217983907571	0.000224888213401	0.000433234618727	0.000403777895258	0.000320047041543	0.000359644374998	0.000392154449928	0.00052973060206	0.000445472519645	0.000375241001486	0.000262802631144	0.000236851553541	0.00032979250099	0.000350971284744	0.000287117572739	0.000295959005806	0.00051590689225	0.000500573778979	0.000291446532038	0.000291392680709
b3498	0.000613799457782	0.000662814922535	0.000753000965912	0.000767075461247	0.000589547691261	0.000665176806345	0.000862738701482	0.000874773560894	0.000875442841078	0.000704441402207	0.000787860415401	0.000916437027664	0.000563165280493	0.000565963536025	0.000780700779997	0.000666651862437	0.000755043993008	0.000660517146057	0.000826578694091	0.000652899361464	0.001185475508844	0.000969107463077	0.00089478562692	0.000899650267233
b0408	0.001613969690501	0.001519555562119	0.001952904777007	0.001538838004788	0.002815636208154	0.002620317294407	0.001300020927107	0.00142447884622	0.001080516068646	0.001077937019791	0.000659403477017	0.000921360198279	0.001606398392168	0.001653459847794	0.001651479723113	0.00143582308286	0.001667863893138	0.002009402545394	0.001515852807822	0.001991966759033	0.001765687272488	0.002249093883885	0.001932733826291	0.001594839464024
b3742	3.66E-05	2.03E-05	5.76E-05	5.63E-05	2.15E-05	2.21E-05	3.81E-05	4.42E-05	5.79E-05	5.72E-05	4.72E-05	6.83E-05	2.22E-05	2.14E-05	2.23E-05	2.23E-05	2.17E-05	2.18E-05	2.25E-05	2.26E-05	8.89E-05	3.69E-05	3.81E-05	4.87E-05
